City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,North Platte,US,2020-12-23 09:23:44,41.12,-100.77,32.0,82,90,26.4
306,Mutoko,ZW,2020-12-23 09:23:44,-17.4,32.23,81.36,51,10,6.06
307,Malinovskiy,RU,2020-12-23 09:23:44,61.2,62.84,9.52,95,94,5.19
308,Chiang Klang,TH,2020-12-23 09:23:44,19.29,100.86,82.4,37,0,6.93
309,Nova Vicosa,BR,2020-12-23 09:23:44,-17.89,-39.37,76.21,83,46,10.49
310,Sunndalsora,NO,2020-12-23 09:23:44,62.68,8.55,42.8,70,75,29.97
311,Mumford,GH,2020-12-23 09:23:41,5.26,-0.76,82.0,78,30,7.47
312,Gimli,CA,2020-12-23 09:23:45,50.63,-96.99,8.6,77,100,21.92
313,Fairbanks,US,2020-12-23 09:23:45,64.84,-147.72,27.0,79,90,3.36
314,Arcata,US,2020-12-23 09:23:45,40.87,-124.08,35.01,64,1,3.36
315,Oktyabrskiy,RU,2020-12-23 09:23:45,54.48,53.47,18.14,96,99,7.29
316,Najran,SA,2020-12-23 09:23:45,17.49,44.13,68.0,40,0,6.93
317,Richards Bay,ZA,2020-12-23 09:23:46,-28.78,32.04,81.84,68,78,11.21
318,Komsomolskiy,UZ,2020-12-23 09:23:46,40.43,71.72,32.0,66,90,2.3
319,Lasa,IT,2020-12-23 09:23:47,46.62,10.7,33.8,86,90,2.53
320,Mildura,AU,2020-12-23 09:21:43,-34.2,142.15,82.4,21,0,6.93
321,Shahrud,IR,2020-12-23 09:23:47,36.42,54.98,38.97,72,100,9.84
322,Zhizdra,RU,2020-12-23 09:23:47,53.75,34.74,18.7,94,0,12.01
323,Namatanai,PG,2020-12-23 09:23:47,-3.67,152.43,81.34,77,100,0.49
324,Matara,LK,2020-12-23 09:23:47,5.95,80.54,82.74,71,94,6.89
325,Severodvinsk,RU,2020-12-23 09:21:38,64.56,39.83,33.8,100,90,3.36
326,Dzaoudzi,YT,2020-12-23 09:23:48,-12.79,45.27,87.8,62,20,11.41
327,Palauig,PH,2020-12-23 09:23:48,15.44,119.9,82.62,79,16,6.29
328,Dunedin,NZ,2020-12-23 09:20:10,-45.87,170.5,55.99,88,100,1.01
329,Tessalit,ML,2020-12-23 09:23:48,20.2,1.01,67.32,24,0,19.42
330,Sotnikovo,RU,2020-12-23 09:23:48,51.88,107.48,-4.0,76,20,4.47
331,Pevek,RU,2020-12-23 09:23:48,69.7,170.31,-6.3,90,100,13.11
332,Pachino,IT,2020-12-23 09:23:49,36.72,15.09,60.8,82,1,1.12
333,Punta De Piedra,VE,2020-12-23 09:23:49,7.62,-71.49,70.95,85,22,2.42
334,Carndonagh,IE,2020-12-23 09:23:49,55.25,-7.27,44.6,87,20,11.41
335,Arica,CL,2020-12-23 09:23:49,-18.48,-70.3,68.0,77,98,3.36
336,Nouakchott,MR,2020-12-23 09:19:39,18.09,-15.98,55.4,37,0,8.05
337,Kiama,AU,2020-12-23 09:23:50,-34.68,150.87,68.0,72,40,6.31
338,Bethel,US,2020-12-23 09:21:47,41.37,-73.41,30.2,63,1,4.5
339,Raymond Terrace,AU,2020-12-23 09:23:50,-32.75,151.75,70.0,73,100,14.99
340,Jizan,SA,2020-12-23 09:23:50,17.33,42.67,82.4,69,40,11.41
341,Ancud,CL,2020-12-23 09:23:50,-41.87,-73.82,54.0,100,90,5.82
342,Bom Jesus,BR,2020-12-23 09:23:50,-9.07,-44.36,71.35,91,88,2.04
343,Lazaro Cardenas,MX,2020-12-23 09:23:50,17.96,-102.2,72.9,69,9,3.36
344,Mandal,IN,2020-12-23 09:23:50,25.45,74.57,77.67,18,0,5.03
345,Gandajika,CD,2020-12-23 09:23:50,-6.75,23.95,75.0,89,100,1.97
346,Kalmunai,LK,2020-12-23 09:23:51,7.42,81.82,75.74,93,100,10.67
347,Benguela,AO,2020-12-23 09:23:51,-12.58,13.41,78.8,74,75,4.7
348,Olonets,RU,2020-12-23 09:23:51,60.98,32.97,29.26,95,100,10.74
349,Neiafu,TO,2020-12-23 09:23:51,-18.65,-173.98,79.36,77,73,9.08
350,Westerland,DE,2020-12-23 09:23:51,54.91,8.3,39.0,93,100,4.7
351,Lloydminster,CA,2020-12-23 09:23:51,53.28,-110.0,10.4,85,1,11.41
352,Egvekinot,RU,2020-12-23 09:23:51,66.32,-179.17,-9.24,90,100,23.55
353,Sola,VU,2020-12-23 09:23:52,-13.88,167.55,82.81,77,46,6.24
354,Ballina,AU,2020-12-23 09:23:52,-28.87,153.57,73.4,64,100,16.11
355,Roald,NO,2020-12-23 09:23:52,62.58,6.13,39.2,86,75,19.46
356,Vardo,NO,2020-12-23 09:23:52,70.37,31.11,33.8,80,75,23.04
357,Bandarbeyla,SO,2020-12-23 09:23:52,9.49,50.81,77.97,61,20,23.96
358,Ust-Uda,RU,2020-12-23 09:23:52,54.17,103.03,1.67,92,100,1.63
359,Asosa,ET,2020-12-23 09:23:52,10.07,34.53,85.86,24,81,8.79
360,Nome,US,2020-12-23 09:23:52,64.5,-165.41,30.2,92,90,19.46
361,Ostrovnoy,RU,2020-12-23 09:23:52,68.05,39.51,24.66,96,98,15.19
362,Antofagasta,CL,2020-12-23 09:23:53,-23.65,-70.4,60.8,82,0,3.36
363,Gigmoto,PH,2020-12-23 09:23:53,13.78,124.39,81.19,79,98,5.7
364,Severo-Kurilsk,RU,2020-12-23 09:23:53,50.68,156.12,20.05,86,99,27.22
365,Constantine,DZ,2020-12-23 09:23:53,36.37,6.61,46.4,87,0,4.7
366,Vredendal,ZA,2020-12-23 09:23:53,-31.67,18.5,72.91,56,86,12.26
367,Aasiaat,GL,2020-12-23 09:21:29,68.71,-52.87,17.6,91,90,6.91
368,Kaitangata,NZ,2020-12-23 09:23:53,-46.28,169.85,57.99,97,100,1.01
369,Boueni,YT,2020-12-23 09:23:54,-12.9,45.08,87.8,62,20,11.41
370,Laguna,US,2020-12-23 09:23:54,38.42,-121.42,42.01,64,1,6.58
371,Puerto Carreno,CO,2020-12-23 09:23:54,6.19,-67.49,75.67,83,77,11.39
372,Beneditinos,BR,2020-12-23 09:23:54,-5.45,-42.37,75.2,94,0,2.24
373,Havre-Saint-Pierre,CA,2020-12-23 09:23:54,50.23,-63.6,19.4,73,90,14.99
374,Hovd,MN,2020-12-23 09:21:48,48.01,91.64,10.63,71,82,2.19
375,Katsuura,JP,2020-12-23 09:23:54,35.13,140.3,48.2,57,0,5.82
376,Yebaishou,CN,2020-12-23 09:23:54,41.4,119.64,18.5,86,0,13.02
377,Crixas,BR,2020-12-23 09:23:55,-14.55,-49.97,70.38,94,100,4.59
378,Ulladulla,AU,2020-12-23 09:23:23,-35.35,150.47,69.8,56,40,10.29
379,Tumen,CN,2020-12-23 09:23:55,42.97,129.84,26.78,89,92,2.8
380,Midleton,IE,2020-12-23 09:23:55,51.92,-8.18,39.99,93,90,24.16
381,Padre Paraiso,BR,2020-12-23 09:23:56,-17.07,-41.48,66.83,93,91,2.17
382,Ridgecrest,US,2020-12-23 09:22:50,35.62,-117.67,46.0,29,1,6.93
383,Saldanha,ZA,2020-12-23 09:23:56,-33.01,17.94,69.8,72,40,11.41
384,Isla Mujeres,MX,2020-12-23 09:23:56,21.23,-86.73,77.0,77,69,10.0
385,Marsh Harbour,BS,2020-12-23 09:23:56,26.54,-77.06,71.8,65,0,15.52
386,Mecca,SA,2020-12-23 09:23:10,21.43,39.83,83.46,45,0,3.36
387,Jinchang,CN,2020-12-23 09:23:56,38.5,102.17,21.51,76,30,4.0
388,Leningradskiy,RU,2020-12-23 09:23:56,69.38,178.42,-1.07,92,100,12.21
389,Syamzha,RU,2020-12-23 09:23:56,60.02,41.06,25.75,98,99,6.82
390,Sisimiut,GL,2020-12-23 09:23:57,66.94,-53.67,22.14,89,100,6.93
391,Mackay,AU,2020-12-23 09:23:49,-21.15,149.2,84.2,74,75,9.17
392,Maunabo,PR,2020-12-23 09:23:57,18.01,-65.9,72.0,100,9,10.6
393,Igrim,RU,2020-12-23 09:23:57,63.19,64.42,-1.44,91,99,8.39
394,Grand Forks,US,2020-12-23 09:23:57,47.94,-97.43,17.6,92,90,29.97
395,Kathu,TH,2020-12-23 09:23:57,7.92,98.33,86.0,62,40,2.24
396,Uniontown,US,2020-12-23 09:23:58,39.9,-79.72,30.0,65,4,3.15
397,Nchelenge,ZM,2020-12-23 09:23:58,-9.35,28.73,75.63,79,60,4.29
398,Vidim,RU,2020-12-23 09:23:58,56.41,103.11,-1.21,90,100,7.67
399,Inhambane,MZ,2020-12-23 09:23:58,-23.86,35.38,87.8,74,20,20.8
400,Calama,CL,2020-12-23 09:23:58,-22.47,-68.93,53.6,50,96,10.29
401,Bac Lieu,VN,2020-12-23 09:20:32,9.29,105.72,71.49,89,100,11.27
402,Camacha,PT,2020-12-23 09:23:59,33.08,-16.33,62.6,82,75,8.05
403,Iskitim,RU,2020-12-23 09:22:50,54.64,83.3,10.4,85,90,11.18
404,Sironj,IN,2020-12-23 09:20:59,24.1,77.7,76.03,22,0,4.79
405,Severo-Yeniseyskiy,RU,2020-12-23 09:21:38,60.37,93.04,-32.28,85,69,2.26
406,Blama,SL,2020-12-23 09:23:59,7.87,-11.34,78.17,79,33,1.61
407,Rocha,UY,2020-12-23 09:23:59,-34.48,-54.33,52.59,91,0,6.15
408,Andapa,MG,2020-12-23 09:24:00,-14.65,49.65,87.35,42,70,4.92
409,Sarangani,PH,2020-12-23 09:24:00,5.4,125.46,83.86,76,88,20.98
410,Scicli,IT,2020-12-23 09:24:00,36.79,14.7,60.8,82,1,1.12
411,Sainte-Marie,RE,2020-12-23 09:24:01,-20.9,55.55,86.0,55,40,27.51
412,Miram Shah,PK,2020-12-23 09:24:01,33.01,70.07,61.43,28,0,4.32
413,Srednekolymsk,RU,2020-12-23 09:24:01,67.45,153.68,-22.9,87,100,5.68
414,Pelym,RU,2020-12-23 09:24:01,61.01,62.0,11.68,95,100,4.74
415,Altay,CN,2020-12-23 09:21:52,47.87,88.12,7.18,85,93,0.49
416,Khromtau,KZ,2020-12-23 09:24:01,50.25,58.43,11.07,96,81,10.92
417,Pangkalanbuun,ID,2020-12-23 09:21:28,-2.68,111.62,81.45,86,100,3.96
418,Winslow,US,2020-12-23 09:24:02,35.02,-110.7,35.6,37,1,14.99
419,Canarana,BR,2020-12-23 09:24:02,-11.68,-41.77,64.15,86,100,6.13
420,Hatfield,GB,2020-12-23 09:24:02,51.76,-0.22,52.0,93,90,8.05
421,Kinlochleven,GB,2020-12-23 09:24:02,56.71,-4.97,37.0,100,20,3.36
422,Jumla,NP,2020-12-23 09:24:02,29.27,82.18,57.94,26,1,7.94
423,Kant,IN,2020-12-23 09:19:27,27.8,79.8,75.67,19,0,6.29
424,Shingu,JP,2020-12-23 09:20:46,33.73,135.98,48.2,61,40,2.24
425,Port Hardy,CA,2020-12-23 09:24:03,50.7,-127.42,42.8,86,75,3.36
426,Havelock,US,2020-12-23 09:24:03,34.88,-76.9,37.99,78,1,4.68
427,Nishihara,JP,2020-12-23 09:24:03,26.18,127.76,64.4,77,90,18.34
428,Magrath,CA,2020-12-23 09:24:03,49.42,-112.87,5.0,92,24,5.82
429,Gurupi,BR,2020-12-23 09:24:04,-11.73,-49.07,73.22,84,100,4.59
430,Korgen,NO,2020-12-23 09:24:04,66.08,13.82,30.2,92,75,3.36
431,Thinadhoo,MV,2020-12-23 09:24:04,0.53,72.93,82.0,75,100,14.61
432,Santa Ines,BR,2020-12-23 09:24:04,-3.67,-45.38,72.37,97,83,1.81
433,Souris,CA,2020-12-23 09:24:04,49.62,-100.26,3.2,65,90,9.17
434,Shenzhen,CN,2020-12-23 09:19:56,22.55,114.07,68.0,92,99,4.68
435,Portree,GB,2020-12-23 09:24:04,57.41,-6.19,37.99,90,43,4.0
436,Shimoda,JP,2020-12-23 09:24:04,34.67,138.95,41.0,77,29,2.21
437,North Bend,US,2020-12-23 09:24:05,43.41,-124.22,39.99,80,1,8.48
438,Homer,US,2020-12-23 09:20:45,59.64,-151.55,37.0,93,90,3.36
439,Chaohu,CN,2020-12-23 09:20:04,31.6,117.87,50.0,46,72,6.71
440,Listvyanskiy,RU,2020-12-23 09:24:05,54.44,83.5,9.77,95,100,15.28
441,Bubaque,GW,2020-12-23 09:24:05,11.28,-15.83,78.03,63,88,13.67
442,Salinopolis,BR,2020-12-23 09:24:05,-0.61,-47.36,77.47,83,63,7.09
443,Rafsanjan,IR,2020-12-23 09:24:05,30.41,55.99,57.15,31,0,4.36
444,Tambura,SS,2020-12-23 09:24:05,5.6,27.47,96.67,20,51,9.4
445,Poum,NC,2020-12-23 09:24:06,-20.23,164.02,80.46,75,3,6.85
446,Cockburn Town,TC,2020-12-23 09:19:33,21.46,-71.14,78.33,78,11,18.01
447,Shunyi,CN,2020-12-23 09:23:36,40.12,116.65,42.01,17,0,15.66
448,Kemin,KG,2020-12-23 09:24:06,42.78,75.69,33.37,82,99,1.81
449,El Reten,CO,2020-12-23 09:24:06,10.61,-74.27,73.0,80,0,2.01
450,Hastinapur,IN,2020-12-23 09:23:26,29.17,78.02,75.04,20,0,6.96
451,Quang Ngai,VN,2020-12-23 09:24:06,15.12,108.8,69.48,88,100,7.11
452,Slave Lake,CA,2020-12-23 09:24:06,55.28,-114.77,-0.4,91,1,2.24
453,Adrar,MR,2020-12-23 09:24:07,20.5,-10.07,57.87,43,0,18.72
454,Kimbe,PG,2020-12-23 09:24:07,-5.55,150.14,78.73,86,99,3.38
455,Kysyl-Syr,RU,2020-12-23 09:24:07,63.9,122.76,-46.34,76,81,1.77
456,Sohbatpur,PK,2020-12-23 09:24:07,28.52,68.54,75.97,19,0,2.51
457,Aksu,CN,2020-12-23 09:24:07,41.12,80.26,29.03,81,94,3.06
458,Shiyan,CN,2020-12-23 09:24:07,32.65,110.78,45.0,34,89,4.23
459,Eureka,US,2020-12-23 09:24:07,40.8,-124.16,35.01,63,1,3.36
460,Southampton,GB,2020-12-23 09:20:14,50.9,-1.4,54.0,100,75,4.7
461,Nemuro,JP,2020-12-23 09:21:50,43.32,145.57,30.2,74,40,2.24
462,Weligama,LK,2020-12-23 09:24:08,5.97,80.42,82.54,71,95,7.96
463,Ptuj,SI,2020-12-23 09:24:08,46.42,15.87,48.99,87,0,4.7
464,Lahaina,US,2020-12-23 09:24:08,20.88,-156.68,71.6,73,1,6.93
465,Constitucion,CL,2020-12-23 09:24:09,-35.33,-72.42,55.99,71,0,7.14
466,Abeche,TD,2020-12-23 09:24:09,13.83,20.83,88.79,12,0,13.04
467,Biak,ID,2020-12-23 09:24:09,-0.91,122.88,83.41,72,47,2.06
468,Isiro,CD,2020-12-23 09:24:09,2.77,27.62,91.53,33,32,5.01
469,Gat,IL,2020-12-23 09:24:09,31.61,34.76,66.99,100,50,1.99
470,Stuttgart,DE,2020-12-23 09:24:09,48.78,9.18,55.99,71,0,5.82
471,Alice Town,BS,2020-12-23 09:24:09,25.72,-79.3,71.91,68,10,16.04
472,Grindavik,IS,2020-12-23 09:24:10,63.84,-22.43,33.8,86,75,3.36
473,Bahia Blanca,AR,2020-12-23 09:24:10,-38.72,-62.27,75.47,35,0,12.3
474,Geraldton,AU,2020-12-23 09:24:10,-28.77,114.6,95.0,23,0,14.99
475,Berlevag,NO,2020-12-23 09:24:10,70.86,29.09,30.2,80,20,18.34
476,Chor,PK,2020-12-23 09:24:10,25.52,69.77,82.26,13,0,9.55
477,Huarmey,PE,2020-12-23 09:24:10,-10.07,-78.15,67.01,85,100,6.87
478,Lakes Entrance,AU,2020-12-23 09:24:10,-37.88,147.98,66.0,61,0,1.01
479,Malgrat De Mar,ES,2020-12-23 09:24:11,41.65,2.74,57.99,84,94,10.0
480,Krasnoselkup,RU,2020-12-23 09:24:11,65.7,82.47,-37.86,81,98,5.12
481,Magadan,RU,2020-12-23 09:22:11,59.57,150.8,-9.92,83,100,13.51
482,Mehamn,NO,2020-12-23 09:21:26,71.04,27.85,30.2,80,0,23.04
483,Lambari,BR,2020-12-23 09:24:12,-21.98,-45.35,66.0,95,17,2.64
484,Barentu,ER,2020-12-23 09:24:12,15.11,37.59,88.68,22,0,5.14
485,Suez,EG,2020-12-23 09:24:12,29.97,32.53,65.98,56,68,7.2
486,Anadyr,RU,2020-12-23 09:24:12,64.75,177.48,-11.2,76,75,22.37
487,Aras,ES,2020-12-23 09:24:13,42.56,-2.36,44.6,93,90,3.36
488,Floro,NO,2020-12-23 09:21:26,61.6,5.03,41.0,80,75,9.17
489,Arlit,NE,2020-12-23 09:24:14,18.74,7.39,73.76,20,0,10.36
490,Dudinka,RU,2020-12-23 09:21:38,69.41,86.18,-43.6,72,20,2.24
491,Vilyuysk,RU,2020-12-23 09:24:14,63.76,121.62,-46.3,77,62,2.13
492,Aksarka,RU,2020-12-23 09:24:14,66.56,67.8,-28.43,85,100,9.44
493,Zima,RU,2020-12-23 09:21:42,53.92,102.04,2.01,93,100,2.64
494,Blagoyevo,RU,2020-12-23 09:24:14,63.37,47.92,32.52,96,100,5.82
495,Ilovlya,RU,2020-12-23 09:24:14,49.3,43.98,12.2,92,90,8.95
496,Tutoia,BR,2020-12-23 09:24:15,-2.76,-42.27,79.92,77,65,11.68
497,Dolgoye,RU,2020-12-23 09:24:15,52.8,37.22,11.61,96,0,9.98
498,Pacific Grove,US,2020-12-23 09:24:15,36.62,-121.92,48.0,81,1,5.82
499,Korla,CN,2020-12-23 09:21:21,41.76,86.15,28.8,82,0,1.19
500,Mosquera,CO,2020-12-23 09:24:15,4.71,-74.23,44.6,100,20,2.24
501,Payson,US,2020-12-23 09:24:15,40.04,-111.73,28.99,63,90,4.7
502,Hajduhadhaz,HU,2020-12-23 09:24:15,47.68,21.67,41.0,100,90,10.29
503,Garden City,US,2020-12-23 09:24:15,42.33,-83.33,37.99,74,90,12.75
504,Kovdor,RU,2020-12-23 09:24:16,67.57,30.48,27.46,98,100,3.62
505,Guymon,US,2020-12-23 09:21:42,36.68,-101.48,44.6,48,1,23.04
506,Santa Rosa,PH,2020-12-23 09:20:58,14.31,121.11,88.0,66,40,9.17
507,Bedford,GB,2020-12-23 09:24:16,52.13,-0.47,51.01,100,90,5.82
508,Burley,US,2020-12-23 09:24:16,42.54,-113.79,24.8,79,1,8.05
509,Lagoa,PT,2020-12-23 09:24:16,39.05,-27.98,56.44,68,30,24.16
510,Marawi,PH,2020-12-23 09:24:17,8.0,124.29,81.0,84,72,8.01
511,Merauke,ID,2020-12-23 09:24:17,-8.47,140.33,83.39,76,100,5.35
512,Roznov,RO,2020-12-23 09:24:17,46.83,26.52,39.0,83,100,4.0
513,Ijui,BR,2020-12-23 09:24:17,-28.39,-53.91,57.02,89,0,7.58
514,Amahai,ID,2020-12-23 09:24:17,-3.33,128.92,84.02,74,94,3.83
515,Progreso,MX,2020-12-23 09:24:17,21.28,-89.67,68.0,88,75,6.93
516,Hirado,JP,2020-12-23 09:24:17,33.36,129.55,50.0,61,0,6.93
517,Beringovskiy,RU,2020-12-23 09:21:39,63.05,179.32,-16.04,86,90,13.82
518,Coromandel,BR,2020-12-23 09:24:18,-18.47,-47.2,65.84,98,100,2.55
519,Rio Grande,BR,2020-12-23 09:24:18,-32.03,-52.1,59.0,97,5,6.49
520,Maracaju,BR,2020-12-23 09:24:18,-21.61,-55.17,69.96,72,0,3.27
521,Villa Maria,AR,2020-12-23 09:24:18,-32.41,-63.24,63.0,70,0,1.99
522,Saint-Augustin,CA,2020-12-23 09:24:18,51.23,-58.65,27.5,94,100,13.56
523,Yar-Sale,RU,2020-12-23 09:24:18,66.83,70.83,-30.08,85,62,5.35
524,Coahuayana,MX,2020-12-23 09:24:19,18.73,-103.68,70.45,58,22,3.89
525,Selma,US,2020-12-23 09:24:19,36.57,-119.61,42.8,100,90,6.93
526,Kizukuri,JP,2020-12-23 09:24:19,40.81,140.39,41.0,64,75,12.75
527,Camargo,MX,2020-12-23 09:24:20,27.67,-105.17,48.88,46,0,3.94
528,Miri,MY,2020-12-23 09:24:20,4.41,114.01,84.2,74,40,3.36
529,Chebenki,RU,2020-12-23 09:24:20,51.93,55.71,10.4,72,40,4.47
530,The Valley,AI,2020-12-23 09:24:21,18.22,-63.06,78.01,78,14,4.0
531,Grand Baie,MU,2020-12-23 09:24:21,-20.02,57.58,81.0,76,13,7.0
532,Zhenlai,CN,2020-12-23 09:24:21,45.85,123.3,14.58,94,98,10.63
533,Siklos,HU,2020-12-23 09:24:21,45.85,18.3,48.2,87,0,5.82
534,Alice Springs,AU,2020-12-23 09:23:01,-23.7,133.88,60.8,100,90,13.87
535,Zeulenroda,DE,2020-12-23 09:24:22,50.65,11.98,50.0,85,100,1.01
536,Grand Gaube,MU,2020-12-23 09:21:57,-20.01,57.66,81.0,76,18,13.0
537,Pangnirtung,CA,2020-12-23 09:24:22,66.15,-65.71,-8.34,77,20,4.27
538,Lubang,PH,2020-12-23 09:24:22,13.86,120.12,83.03,78,91,18.14
539,Maniitsoq,GL,2020-12-23 09:24:22,65.42,-52.9,30.76,91,100,9.13
540,Marisel,RO,2020-12-23 09:24:22,46.65,23.13,37.4,93,90,3.36
541,Prado,BR,2020-12-23 09:24:22,-17.34,-39.22,75.9,83,35,9.62
542,Samarai,PG,2020-12-23 09:24:22,-10.62,150.67,84.7,70,68,4.83
543,Valera,VE,2020-12-23 09:24:23,9.32,-70.6,69.46,69,50,3.56
544,Synya,RU,2020-12-23 09:24:23,65.37,58.04,-16.92,87,29,6.29
545,Cukai,MY,2020-12-23 09:24:23,4.25,103.42,86.0,70,40,9.17
546,Santa Rosalia,MX,2020-12-23 09:24:23,27.32,-112.28,60.76,45,9,6.02
547,Nagayo,JP,2020-12-23 09:24:23,32.82,129.89,50.0,61,0,6.93
548,Ucluelet,CA,2020-12-23 09:24:23,48.93,-125.55,36.0,85,100,8.86
549,Pangody,RU,2020-12-23 09:24:23,65.85,74.49,-35.25,82,48,5.12
550,Teya,RU,2020-12-23 09:24:24,60.38,92.63,-28.64,81,60,2.19
551,Port Blair,IN,2020-12-23 09:24:24,11.67,92.75,80.42,68,100,13.15
552,Copiapo,CL,2020-12-23 09:24:24,-27.37,-70.33,55.02,80,14,2.28
553,Vinh,VN,2020-12-23 09:19:53,18.67,105.67,66.47,78,94,7.76
554,Tautira,PF,2020-12-23 09:24:24,-17.73,-149.15,77.0,88,75,14.99
555,Providencia,MX,2020-12-23 09:24:24,28.72,-111.58,57.0,54,2,5.35
556,Tabat,ID,2020-12-23 09:24:24,-2.63,115.23,81.05,87,95,4.12
557,Banda Aceh,ID,2020-12-23 09:24:08,5.56,95.32,82.62,73,99,16.75
558,Ginir,ET,2020-12-23 09:24:25,7.13,40.7,71.29,32,55,10.29
559,Gravdal,NO,2020-12-23 09:24:25,68.12,13.5,39.2,69,75,8.05
560,Puerto Del Rosario,ES,2020-12-23 09:24:25,28.5,-13.86,68.0,52,0,25.28
561,Pouembout,NC,2020-12-23 09:24:26,-21.13,164.9,79.0,74,69,4.83
562,Thompson,CA,2020-12-23 09:24:26,55.74,-97.86,-23.8,74,5,4.7
563,Fairlie,GB,2020-12-23 09:24:26,55.76,-4.86,36.0,94,100,11.63
564,Sistranda,NO,2020-12-23 09:21:26,63.73,8.83,42.8,87,75,23.04
